# Spherical harmonic coefficients for the Swarm High-latitude convection (Swarm Hi-C) model
# Produced 01 April 2026
#
# Based on Swarm convection measurements made between 2014-05 and 2025-10, inclusive, using EFI TII Cross-Track Flow Data version 0401 (https://earth.esa.int/eogateway/documents/20142/37627/swarm-EFI-TII-cross-track-flow-dataset-release-notes.pdf).
# Original file: model_v4.0FINAL_iteration_37.txt produced by Fasil Tesema, UiB
# Reference: Hatch et al. (2025), "Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry?", Annales Geophysicae (https://doi.org/10.5194/angeo-42-229-2024)
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
44 2    -0.0246   -0.04622  -0.002058 -0.0002662    0.01544    0.02235   0.001327    0.00994   0.001509  -0.001221  -0.004708  -0.003303 -0.0006462  -0.000898    0.00186 -4.219e-06   0.001133 -0.0004569 -0.0001667   0.000116  0.0001739  0.0003813  0.0005586 -0.0007401  0.0002506  -0.002083 -0.0004451  0.0005688  -0.001884 -0.0001687  0.0001731  0.0002262  -0.000247  0.0001386 -0.0007609  0.0001164   0.001225  -0.002582
44 3  0.0007327  -0.002923   0.004759  -0.001143   0.000382   0.007658   0.002077  -0.001295  -0.001057 -0.0003768   0.002014  -0.001776 -0.0006489  -0.004398  6.844e-05 -2.654e-07  -0.001336  -0.001283  3.499e-05 -0.0002063  -0.000596  0.0002939 -0.0001016  -0.001625  -0.001747 -0.0003112  0.0009002 -8.951e-06   0.001875 -0.0007393  0.0003639  -0.001204  0.0005759 -0.0005074 -0.0005361  -0.002371   0.001238 -0.0005778
45 0  -0.006182        nan   -0.01378        nan     0.0016        nan  -0.003619        nan   0.001848        nan  -0.005119        nan  0.0004019        nan  8.086e-05        nan -0.0004397        nan   0.001701        nan  0.0008321        nan -1.243e-05        nan    0.00441        nan  -0.002223        nan  -0.005797        nan -0.0004161        nan -0.0005034        nan -0.0001009        nan   0.001226        nan
45 1  -0.005476    0.02745   0.001886    0.00265    0.00528    0.00988 -0.0008743  -0.003691  0.0002077   0.001155  -0.004743  -0.004275   0.003397   0.002136  -0.001079  -0.001113  -0.001295 -9.816e-05 -0.0003324   0.002232    0.00123 -0.0004552  0.0003573  0.0008402   0.002497  -0.001647 -0.0002898  0.0004679  -0.001662   -0.00499   0.000559   0.003301 -0.0003598  0.0007876  9.832e-05   0.002975   0.004072   0.006312
45 2  9.159e-05   0.002511   0.002949  -0.003535   0.000389  0.0005216  -0.002653   0.001447  0.0007762   0.000687   -0.00349   0.001232 -0.0004584  -0.002263   0.001134 -0.0005082   0.000793  -0.001632 -0.0002111   0.001319 -0.0007455 -0.0002371 -0.0008169   0.001069    0.00252 -3.799e-05   0.002229  6.777e-05   -0.00296   0.000895  0.0009579   0.002553   0.001372  0.0004686 -0.0002448  -0.001236   0.002791   0.001813
45 3   -0.02492   -0.03462   0.003059  -0.000261    0.01125  -0.003119   0.005023   0.004407  0.0006112  -0.001413   -0.00321    0.00761   -0.00283  -0.001156   0.001833  -0.001526 -7.077e-05  4.566e-05 -0.0002385   0.002245 -0.0004196 -0.0006284  0.0008629  -0.001164  0.0005474   0.002133  0.0001564 -0.0001306   0.000647   0.009269 -0.0005855  -0.004508 -0.0005074 -0.0004679 -9.743e-06   -0.00102  -0.004587   -0.01214
46 0   0.007228        nan -0.0003826        nan   0.004419        nan -0.0007694        nan   0.001623        nan  0.0009521        nan -0.0005015        nan -0.0007621        nan  0.0007658        nan  -0.001794        nan   0.001032        nan    0.00175        nan  -0.000146        nan -6.913e-05        nan -0.0001529        nan -7.919e-05        nan  -0.001464        nan -0.0007736        nan  -0.002796        nan
46 1   0.001916 -0.0004566   -0.01084   0.004497   0.002521   0.001305   0.001085  -0.003766   0.003203  -0.002604    0.00129  -0.001944  0.0007261   0.001217 -0.0008615  0.0004162   0.001192 -0.0007887  -0.001412 -0.0001551 -0.0007518  -0.000426   0.001091  -0.001196  0.0001653  0.0009113 -0.0001315   0.001321  -0.002534  -0.001547   0.001406   0.001598 -0.0008068  -0.000725   0.001983  0.0006663     0.0029 -0.0006946
46 2   -0.01863   -0.04515  -0.002785  5.992e-05   0.008655   0.004317    0.00282   0.004574 -0.0007511  0.0004853  9.585e-05   0.004501  0.0007255  -0.001194 -0.0007767  0.0009632 -0.0009479  9.349e-05   0.001116  -0.002611  2.056e-05  0.0005018 -0.0002911   0.002058 -0.0009952  -0.005236  0.0009689  -0.001409   0.001793   0.004322  -0.001687    -0.0036   0.002225   0.002747 -3.716e-05  -0.002171  -0.003061  -0.002327
46 3  -0.001203  -0.001394   0.008178   0.001304   0.001792   0.003298   0.002851  0.0003521   0.001786  0.0009267   0.001886 -0.0007182  0.0004306  0.0001493  0.0006537 -0.0001381   0.000972   0.002359  0.0006505  -0.001699 -0.0001123  0.0001839  0.0002739   0.001537  -0.001822  0.0002265  -0.002608  -0.001194   0.001907  0.0001107  -0.001536   0.001363 -0.0001822  7.762e-06   0.001992   0.002937  0.0007935   0.000691
47 0  -0.005707        nan   -0.02063        nan -0.0009865        nan   -0.00247        nan  0.0006749        nan -0.0009033        nan -0.0004224        nan -0.0004305        nan  0.0001965        nan  -0.001687        nan   0.001217        nan  0.0005578        nan   0.002937        nan   0.001368        nan  -0.001919        nan -0.0003212        nan -0.0006798        nan   -0.00085        nan  0.0006459        nan
47 1  -0.004756    0.01141   0.002564  2.156e-05  -0.001384    0.01589  -0.000371  -0.003212  7.531e-05 -8.873e-05  -0.001579    -0.0012 -0.0006151  -0.001191 -9.892e-05  0.0003675  0.0002263    0.00022  0.0004154  -0.003101  0.0001928  0.0002314 -0.0005633   -0.00122   0.002473    0.00103  -0.001533  -0.001232  -0.002852   -0.00182 -0.0006272  -0.004189     -0.002   -0.00156   0.001133  -0.004217   0.000336   -0.01839
47 2  0.0002174  -0.001784   0.007942   -0.00542 -0.0001187  -0.001239  -0.002191  0.0007845  0.0007329   0.002206  -0.001648   0.001626   0.001281   0.001715 -0.0001441 -0.0001625  -0.001133  0.0006094  0.0006069  0.0003332  -0.002843   0.000242 -0.0002554   0.002298   0.002021  -0.001232  -0.001746 -0.0002796  -0.003993   -0.00123 -0.0007864  -0.005017   0.001142   0.001326   0.001697  -0.004097  -0.002902   0.001058
47 3   -0.01284   -0.01278   0.003616  -0.000456  -0.001979   -0.01212   0.003336   0.005568 -0.0004338  -0.000144   0.001161   0.003474  0.0009153  0.0006798 -9.951e-05  0.0007127   0.000222  0.0005736   0.002519  -0.002629 -0.0004143   0.001981  -0.001476   0.001295 -0.0009018  -0.003578  -0.001001 -0.0002927   0.000336   0.002658   0.001273   0.006362   0.001434   0.002337  7.663e-05   0.002137   0.003457    0.01985
48 0  -0.002818        nan   0.004042        nan   0.004679        nan  -0.001349        nan  0.0002804        nan  -0.001135        nan -0.0002589        nan -0.0008225        nan   0.001695        nan  0.0008406        nan -0.0007041        nan  -0.002092        nan   0.000177        nan -0.0004152        nan -0.0002762        nan -0.0001122        nan   0.001273        nan  0.0004923        nan   0.001079        nan
48 1   0.002944 -0.0006449  -0.002877 -0.0004075   0.004257  0.0009444  0.0008783  7.953e-05   0.003518  -0.000616   0.000542 -0.0007841  -0.001139  -0.003777 -0.0006741   0.001031  0.0001164 -0.0006201   0.001112 -0.0008695   0.001148  0.0002636  0.0009185 -0.0004232  0.0006168  0.0006537 -0.0003231 -0.0001102  0.0004774 -0.0007086 -0.0004998  -0.001448   0.000472  0.0007713 -0.0005786 -0.0006367  -0.002925  -0.001669
48 2  -0.009507   -0.04008  -0.003856   0.001931 -4.841e-05   -0.01389   0.004817   0.006364  0.0006952   0.001079    0.00303   0.007301  0.0003416  0.0009127  -0.002226   -0.00052 -0.0009752  0.0007283 -0.0003932   0.001767  0.0001504 -0.0007251 -0.0004371 -0.0006185  -0.001688  -0.001805  -0.000245 -0.0009652   0.002802   0.002472  0.0007572   0.002293  -0.001118  -0.001956  0.0005782   0.001129   0.004365   0.004393
48 3  -0.003789  0.0009015   0.009284   0.001792 -4.094e-05   -0.00137   0.001264  0.0003847  -0.002253   0.000731   0.001756 -0.0002751  0.0007293   0.003485  0.0001517 -8.645e-05  0.0003804   0.001007   0.000266   0.003114  0.0003258 -0.0003162 -5.025e-06  -9.62e-05  -0.001582  -0.000165  0.0003154 -0.0001899   0.001238  0.0002574   0.001525   0.000624 -0.0004007  0.0003414 -0.0007474  0.0002662   -0.00165  -0.001313
49 0    -0.0046        nan   -0.02456        nan  -0.003531        nan -0.0007429        nan   0.003233        nan -0.0001679        nan -0.0004833        nan -0.0001987        nan  0.0008843        nan    0.00063        nan  -0.001672        nan -0.0001544        nan  0.0007528        nan  0.0003223        nan  6.309e-05        nan -0.0002244        nan   0.001198        nan   0.001422        nan -0.0009885        nan
49 1  -0.003258  -0.003539   0.003962  -0.001968  -0.006427     0.0144 -0.0002995  -0.002562   -0.00146 -0.0007873  0.0002807  -0.001824  -0.003018  -0.001872  0.0002066   0.001177   0.001119  0.0004969  -0.001262   0.001651  -0.001087 -0.0001649  0.0003873 -3.629e-05   0.001208 -0.0004431  8.983e-05  -0.001101  -0.001509    0.00128  1.926e-06   0.001058   0.001048  0.0005889  -0.001892  0.0008739   -0.00249   0.006599
49 2 -0.0001807  -0.003276    0.01016  -0.006916   0.000157  -0.002094  -0.001367  0.0003664  -0.002808   0.001071 -0.0007741  0.0007603  0.0007374   0.003041 -0.0009885   0.000391  -0.001152   0.001891  3.379e-05  -0.001518   0.002908  0.0004085   0.001538  -0.002367   0.002277  0.0006862 -0.0005404 -2.942e-05  -0.002548  -0.001416 -5.414e-05  0.0009536  -0.001849  -0.001423  -0.000669   0.003763   0.001423 -0.0007649
49 3   0.001644   0.009936   0.002315  -0.001912  -0.009071   -0.01232   0.001781   0.004103  -0.001195   0.001063   0.004535   0.001046   0.002097  8.784e-05  -0.001105  0.0009692  0.0001871 -0.0003737 -0.0006501   0.001166   0.000783 -0.0002751  0.0006327 -0.0005248  -0.002651  -0.003285 -0.0002353  0.0004545     0.0025  0.0003124 -0.0004092  0.0002348 -0.0005757 -0.0009861 -0.0005432   0.000925  0.0001364  -0.004769
50 0  -0.007389        nan   0.002616        nan   0.006606        nan    0.00175        nan  -0.002139        nan   -0.00329        nan  0.0003252        nan    0.00179        nan  -0.001549        nan   0.002348        nan  -0.001047        nan  0.0005036        nan  0.0001911        nan   0.001415        nan  -0.001129        nan -0.0002312        nan  0.0008728        nan  0.0004529        nan   0.001432        nan
50 1  -0.002097   0.001846   0.003711   -0.00142  0.0002478   0.002311  0.0006712   0.001931   0.002674    0.00227  -0.001386  0.0004726  6.065e-05   0.001525   0.001421 -0.0009555   -0.00209   0.001664   0.001406   0.001249  0.0004086  0.0003024  -0.001151   0.001459 -0.0008756 -0.0009153 -0.0006428  -0.002542   0.002101  0.0006174  -0.001196  -0.001597  0.0003724  0.0006099   -0.00102 -0.0001011  0.0008148   0.001695
50 2  -0.001747   -0.01635    -0.0024   0.003267  -0.006324   -0.01887   0.004152    0.01061    0.00288 -0.0006449   0.001968   0.002191 -0.0005264 -3.052e-06   0.001832  -0.001093   0.001034 -0.0004143  -0.001297   0.001963 -0.0001627 -4.306e-05  0.0007572  -0.001746  -0.001721   0.002282  -0.001623   0.001219  0.0009962 -0.0003155   0.001562   0.002176  -0.001309  -0.001647 -0.0001741    0.00185  -0.003331 -0.0009542
50 3  -0.004292   0.001302   0.006181 -0.0004579  -0.002289  -0.003883 -0.0006078  -0.001706  -0.005354 -0.0004737  0.0008252 -0.0007222 -0.0006171  -0.003466   -0.00056  0.0004167  -0.001565  -0.003012  -0.001454  -0.002701 -9.754e-06 -6.827e-05 -6.319e-05  -0.001637 -0.0004688  0.0004602   0.003746  0.0009803  0.0001547 -0.0006859 -4.625e-05  -0.001628  0.0003711  1.156e-05  -0.001618  -0.004222  0.0004563   0.001947
51 0 -0.0005885        nan   -0.01916        nan   -0.00404        nan  0.0005991        nan   0.006031        nan  8.264e-05        nan  0.0005764        nan  0.0003285        nan -0.0004964        nan   0.001167        nan  3.624e-05        nan  6.774e-05        nan -0.0007345        nan   -0.00251        nan -0.0001983        nan -0.0001492        nan -0.0002729        nan  0.0002231        nan  -7.96e-05        nan
51 1  0.0002724  -0.007004   0.002722  -0.002953  -0.002883   0.005213   0.002196   0.002104 -0.0008787   0.001558   0.001227   -0.00178   0.002022   0.001836  -0.001538 -0.0008303 -0.0007734  -0.000388   0.001187  5.151e-05  0.0004245  1.731e-05  -0.000615  0.0004568 -0.0006434  -0.005868  0.0008061   0.001844   0.002477  -0.001294   0.001247   0.003288   0.001655   0.001055  0.0006919   0.002334   0.001097    0.01379
51 2  0.0007266  -0.002619   0.009071  -0.005249  0.0008979   0.001826 -5.411e-05  0.0003806  -0.004101   0.001037 -0.0001694 -0.0006392  -0.000885   -0.00327   0.000919 -0.0002904   0.001401  -0.001251 -0.0007879  0.0009815  0.0007979 -0.0009249 -0.0007383  -0.001009  0.0008201   0.001934   0.004238   0.001012  0.0003336  0.0003127  0.0004182   0.004673 -0.0002295 -0.0006693  -0.001602   0.002362 -0.0006236  -0.002118
51 3    0.01155    0.01785   0.002016   -0.00279   -0.01183    -0.0067   0.003313  -0.004922 -9.855e-05 -0.0001938   0.004211   0.003186  -0.002063 -0.0008263   0.001354  -0.001397 -0.0004307 -0.0002945  -0.002767   0.001218 -0.0005704  -0.001995  0.0007311 -0.0003082  -0.002659   0.004834   0.001335   0.000739   0.005124   0.005779  -0.001058  -0.008697  -0.001096  -0.001649   0.001042   -0.00425  -0.003168   -0.01455
52 0  -0.005669        nan  -9.48e-05        nan   0.007302        nan -0.0008933        nan -0.0003752        nan  -0.002427        nan -0.0001409        nan   0.000132        nan -0.0007416        nan  -0.003351        nan   0.001754        nan   0.001444        nan   0.002442        nan  0.0007717        nan  -0.002286        nan  0.0003246        nan  -0.002131        nan -0.0005347        nan  -0.001604        nan
52 1  -0.004839   0.002606   0.004283 -0.0008095  -0.002749   0.002757  0.0007727 -0.0002138  -0.001801  0.0005096   0.001069  0.0007967  0.0007593   0.004444  0.0001979 -0.0007026  0.0004205    0.00043  -0.002612  5.987e-05  -0.001646 -0.0001962  0.0001448 -0.0001712 -0.0002116  -0.002651  0.0009847 -0.0001644  -0.001273    0.00211   0.001133   0.001688 -0.0008442  -0.001673   0.001709   0.002089 -0.0005678  0.0009822
52 2   0.002841   0.002959 -0.0006361   0.002573  -0.006852   -0.01585 -0.0003747  0.0004277  -8.71e-05 -0.0006363  0.0007056    0.00175   0.000146  -0.001593   0.002039  0.0007757 -6.138e-05 -0.0009669   0.001396  -0.003901  0.0002128  0.0008961 -0.0007957   0.001732   0.000296 -2.883e-05  0.0003191 -0.0002067 -0.0004342   0.002254  -0.002057  -0.003821   0.001736   0.003322 -0.0007158  -0.003102   0.000665  -0.003134
52 3  -0.001955  -0.001169   0.002635 -0.0001632   -0.00163   -0.00494 -0.0002324  -0.001558   0.000241  0.0004544 -0.0003682 -0.0008274 -0.0006929  -0.002641  0.0002174  -5.85e-05   9.55e-05  0.0001628  0.0005063  0.0004666 -0.0003801  0.0004878  -0.000767  0.0005456  0.0004983   0.001758 -0.0005786 -0.0003329 -1.564e-05  -0.001093 -0.0003509   0.001662  0.0002797 -0.0008002   0.001418   0.002794   0.001577  -0.001814
53 0   0.003247        nan   -0.01049        nan  -0.001561        nan   0.001047        nan    0.00222        nan   0.002862        nan -4.208e-05        nan  3.436e-05        nan -0.0008881        nan -0.0002132        nan   0.001447        nan   0.001284        nan  -0.001422        nan  0.0006493        nan   0.001705        nan -3.513e-05        nan  -0.001091        nan -0.0004488        nan  0.0009392        nan
53 1  0.0002374   -0.01305  0.0001232  -0.004551   0.002277   0.003191   0.003098   0.004512  0.0007891   0.002053   0.002773   0.002485   0.001368   0.001404 -0.0007526 -0.0007334 -0.0005104 -0.0005376 -0.0006741 -0.0004544   0.001595 -5.593e-05  0.0003243  0.0007395 -0.0009351  -0.001593  -0.001352   0.001321   0.002022  -0.001509 -0.0002716  -0.003991  -0.002851   -0.00154  -8.41e-05  -0.001124  0.0004776    -0.0178
53 2   0.001168  -0.002392   0.004997  -0.001957   0.001212   0.004597  0.0008388  0.0004417 -0.0004369   0.002341    0.00139 -0.0002846 -4.557e-05  -0.002433  0.0008541 -0.0004798  0.0007399  -0.001833 -0.0002488 -0.0003791  -0.003675  0.0006671    -0.0018   0.002593  -0.001097  -0.001367    0.00124  0.0003441  0.0002915  0.0005578  0.0006475  -0.004251   0.002366   0.002327   0.001454  -0.007675   0.001951   0.003329
53 3    0.01637    0.02244    0.00282    -0.0018    -0.0117  -0.003372   0.002215  -0.006889  0.0002919 -0.0006052      0.004 -0.0006731  -0.001113  0.0004473   0.001021 -8.058e-05 -0.0002377  0.0006862    0.00362  -0.001906 -0.0002029   0.001932 -0.0007156  0.0008272  -0.001634    0.00175 -0.0002514  0.0001315   0.002402  0.0009462   0.001243   0.009165   0.001292   0.002331 -0.0007028   0.004051   0.003145    0.01482
54 0  -0.007886        nan   0.002357        nan   0.001924        nan  -0.004683        nan   0.001474        nan  -0.001991        nan -0.0006954        nan   -0.00232        nan   0.002353        nan   0.001006        nan -0.0003197        nan  -0.001588        nan   0.003608        nan  -0.001353        nan  -0.002185        nan  0.0001851        nan  0.0004857        nan -0.0005833        nan -0.0009972        nan
54 1  0.0006904  -0.001026   0.004329  -0.002714  0.0002228 -0.0004404 -0.0004086  0.0005768  -0.002778  -0.001657   0.002414  0.0009805  -0.001271    -0.0041   -0.00202    0.00202   0.001884  -0.001889  0.0009386 -0.0001604  0.0006915 -0.0005924   0.001014 -0.0004622   0.001711  -0.001369     0.0016    0.00197  -0.001739   0.001905  0.0008887   0.000599  0.0002688  0.0006699 -0.0004791  -0.001201   0.002675  -0.003239
54 2   0.003547  -0.007073  -0.002067   0.002163  -0.004016   -0.01927   -0.00281  -0.006174  -0.001667   0.000764  -0.000438   0.005733  0.0007893   0.001107  -0.002864  0.0003276   -0.00156  0.0003894  0.0004666   0.001235 -0.0001884 -0.0006231  0.0005461  0.0004523   0.002294 -0.0003188   0.001377  -0.001955  -0.001175   0.003076  0.0001612  0.0004863  0.0004759 -0.0007396   0.000894  0.0008431   0.001442    0.00347
54 3 -0.0008145  -0.003326   0.001763   0.003403 -0.0006064  -0.005016   0.000616   0.000644   0.002581    0.00145  0.0002874  -0.000372   0.001274   0.004941  0.0004332 -8.228e-05   0.001921   0.003389  0.0008287  0.0008748 -4.103e-05 -0.0002604   0.001002   0.001472 -0.0001662   0.001169  -0.002783  -0.001113  0.0007159  0.0001018 -0.0003778  0.0005016 -0.0005593  0.0008056  0.0009073   0.001827  -0.002139  0.0009006
55 0   0.002507        nan  -0.006809        nan   0.001536        nan   0.002315        nan -0.0008498        nan   0.003716        nan -0.0001888        nan -0.0001584        nan  0.0007986        nan -0.0004714        nan  -0.000698        nan -0.0004207        nan  -0.002332        nan   0.003085        nan   0.004357        nan  -0.001337        nan   0.001117        nan  0.0007768        nan -0.0002928        nan
55 1  -0.002956   -0.02798  0.0004345   -0.00513   0.000109    0.00663   0.000715   0.002236 -0.0004537 -0.0005575   0.002586   0.003772  -0.002318  -0.003236   0.001242   0.001572   0.001478  0.0005157 -0.0001318  0.0002111  -0.001639   0.000242 -0.0002294  -0.001689  -0.001009   0.004241  -0.001556  -0.001561  -0.000756   0.004087  -0.001963  -8.55e-05  0.0005072  0.0002981  0.0004126  -0.002856   0.000489    0.00159
55 2 -0.0002599   -0.00236   0.001965  -0.000318   0.001278   0.001502  0.0006875   0.001066 -0.0002111  0.0002309   0.001449   0.001517   0.001097   0.004972   -0.00168  0.0007005  -0.002105   0.002572   0.001024 -0.0001133   0.001725  0.0001389   0.002392 -0.0008184 -0.0003302  -0.003089  -0.003164  -0.001024 -0.0005327  0.0004169 -0.0009053 -0.0008146  -0.001601  -0.001133   0.000429   0.003524  -0.004448 -0.0005478
55 3    0.01781    0.03186   0.002167 -0.0001558  -0.006332    0.00105   -0.00241  -0.001475 -0.0007825   0.001021   0.003723  -0.007145   0.003108  0.0006191  -0.002286   0.001517  0.0002201 -0.0001399 -0.0007739   0.001015  0.0005285   0.000398 -0.0006379 -0.0002065  -0.001526  -0.006123  -0.001674  0.0001492  -0.001266  -0.008664 -8.324e-05  -0.001493  7.936e-06 -0.0001298  8.297e-06  0.0003307 -0.0007164   0.004983
56 0  -0.009784        nan   0.004207        nan  -0.004718        nan  -0.000626        nan  -0.002014        nan  -0.003909        nan  0.0004428        nan  0.0009774        nan  -0.000852        nan   0.001392        nan  -0.001864        nan  -0.001225        nan   0.001694        nan  0.0002797        nan   -0.00159        nan  0.0004591        nan    0.00238        nan  0.0005799        nan   0.003778        nan
56 1   0.004321  -0.002072   0.009093  -0.004615   0.001828   -0.00346  -0.001572   0.003815  0.0001743   0.001596  -0.002763   0.002057 -0.0001091  -0.001241   0.001112 -0.0002966  -0.002084    0.00133   0.001728  6.042e-05   0.001637   0.001078  -0.001414   0.001101 -0.0001537  0.0001618 -0.0004317  -0.001622   0.001883  0.0005818  -0.002522   -0.00451   0.001077   0.001335  -0.001711 -0.0006433  -0.004591   0.003068
56 2   0.001654   -0.01321  -0.002918   0.002975  -0.002375   -0.01972  -0.001088   0.005778   0.002917  -0.000658  -0.002097   0.001103 -0.0006951   0.001174  0.0003885  -0.001239  0.0009021  0.0001538  -0.002317   0.003164 -0.0001586 -0.0001902  0.0001274  -0.002375   0.001796   0.006099  -0.001302     0.0012  -0.002244  -0.002463    0.00169     0.0047  -0.002816  -0.003466  0.0002822   0.002472   -0.00168 -0.0002186
56 3  -0.001846   -0.00243  0.0003705    0.00298   -0.00231   -0.00313 -0.0003393  -0.000208  -0.004288 -0.0008208   0.001615  0.0001677  -0.000555 -0.0006148 -0.0007826  0.0001558  -0.001322  -0.002965  -0.001035  0.0003775  0.0008187 -0.0003758 -0.0002273   -0.00161  -0.001135 -0.0009735   0.003414  0.0007877   0.001002   0.001011   0.000988  -0.003757  0.0003445 -9.157e-05  -0.002743  -0.004321   0.001199  0.0001615
57 0  0.0005164        nan  -0.001735        nan    0.00172        nan   0.003575        nan   0.003235        nan   0.001423        nan  0.0007715        nan  0.0004498        nan -6.774e-05        nan   0.001473        nan  -0.001507        nan  1.302e-06        nan  -0.003779        nan  -0.001999        nan   0.002757        nan   0.001431        nan -0.0001216        nan  0.0008098        nan  -0.001128        nan
57 1   -0.00139   -0.02989  0.0009844  -0.001596    -0.0017  -0.002486 -0.0004184   0.004229 -0.0009697  0.0005366 -0.0002208  -0.001635  -0.000629   0.002019 -0.0005543 -0.0001856 -0.0001391  0.0003151  0.0008582  -0.000351 -9.703e-05 -0.0004597  0.0006133   0.001341 -0.0003965  -0.004039   0.001393   0.001215   0.001448   0.001376   0.003292   0.004964   0.002927   0.001302 -0.0009998   0.005535  -0.003008    0.01751
57 2 -0.0002052 -7.965e-05    0.00179  0.0009969   0.001366  -0.000476 -9.163e-05   0.002191  -0.003657  -0.002526 -0.0008236    0.00161  -0.001065  -0.001248  0.0001068 -0.0002173  0.0009874  0.0001299 -0.0006153  3.175e-05    0.00302 -0.0006979 -0.0002829  -0.002435  0.0003536  0.0001235   0.003317  0.0006757   0.001024    0.00216 -0.0003746   0.005354  -0.001162  -0.002035   -0.00189    0.00582   0.005886   -0.00349
57 3    0.01312    0.02715 -0.0006761   0.000189   0.002018     0.0115  -0.002779   -0.00525 -7.706e-05  -3.38e-05  -0.001388  -0.002276 -0.0005332  -0.001377  0.0002777 -0.0008589 -9.883e-05 -0.0008253  -0.002723  0.0007368 -7.109e-05  -0.002484   0.002481 -0.0003276  0.0003567   0.003461    0.00106  0.0007323  0.0002514  0.0003356  -0.001483  -0.007024  -0.001573  -0.002618  0.0007502  -0.004413  -0.002022   -0.02531
58 0  -0.001135        nan -0.0005546        nan  -0.004824        nan   0.001392        nan  -0.001953        nan  -0.001056        nan  0.0001741        nan   0.001394        nan  -0.002183        nan   -0.00256        nan   0.003148        nan   0.003293        nan  0.0009806        nan    0.00121        nan -0.0009276        nan -0.0007255        nan  -0.004102        nan -0.0004838        nan  -0.004323        nan
58 1 -0.0005908   0.003549    0.01137   -0.00249   -0.00232    -0.0022 -0.0004949   0.001384  -0.002541   0.002066  -0.002676   0.002593   0.001394   0.006996   0.001891  -0.002422 -0.0009141   0.002441  -0.003389   0.001365  -0.003095 -0.0008864   0.000973  0.0001745 -0.0004953  -0.002356  0.0004346  -0.001487 -0.0003481   0.001802   0.003064   0.004931  -0.002075  -0.002514   0.002838   0.003102   0.004439  -0.001466
58 2  0.0002896    0.01335  0.0005035   0.002021  -0.001309  -0.002688  -0.001345   0.002125    0.00128  -0.001371  -0.001539  -0.004644  -0.000437  -0.003088   0.004672  6.128e-05  0.0009418  -0.001156   0.002546  -0.005897  0.0003279    0.00111 -0.0009388   0.001998  0.0005117   0.004459 -0.0004162   0.001423  -0.001351  -0.001798  -0.001727  -0.006465   0.003202   0.005567  -0.001746  -0.004476  0.0007149  -0.002771
58 3 -0.0005035  -0.001217  -0.003546  -0.001967  -0.003347 -0.0006903 -6.215e-05  -0.001363  -0.001833  -0.001399  0.0004667 -0.0002294  -0.001758  -0.006039 -0.0003804  0.0001958  -0.001758  -0.002577 -0.0006527   -0.00246  -0.001069  0.0009025   -0.00176  0.0001412 -0.0002529 -0.0002502   0.001862  0.0007755  0.0005651  9.088e-05  0.0002643   0.005961  0.0001372 -0.0007816   0.001673   0.003313  0.0001594 -0.0005892
59 0    0.00198        nan   0.009317        nan -0.0001803        nan   0.001228        nan  0.0008243        nan   0.001632        nan  1.714e-05        nan  0.0002155        nan  -0.001601        nan -0.0009718        nan   0.002881        nan   0.001045        nan  -0.002023        nan  -0.001892        nan  0.0006192        nan  -0.001487        nan -0.0009667        nan  -0.001349        nan   0.001867        nan
59 1   0.004383   -0.01058  -0.003344   0.002501   0.004954   -0.01716   0.001042   0.004843   0.001742   0.001158 -0.0008381  0.0003843   0.003022   0.001182  -0.001879  -0.002434  -0.001625  -0.001361   -0.00133   0.001038    0.00228  0.0006146  -0.001346  0.0002182  2.577e-05  -0.003782  0.0002573   0.002855   0.002232  -0.003463    -0.0024  -0.007259  -0.004545  -0.001767  0.0007319  -0.004546   0.004241   -0.02342
59 2   0.003143   0.003909  3.244e-05   0.003283  0.0006914   0.003021 -3.449e-05   0.001135 -0.0003176 -0.0003203 -0.0006074  0.0003374  -0.000707  -0.007829   0.001789 -0.0007086   0.002766  -0.004313 -0.0004517 -0.0006394  -0.006038  0.0006883  -0.002498   0.003008  -0.001909 -0.0003136   0.004134   0.001264    0.00169    0.00202   0.002088  -0.004394   0.003188   0.004289   0.001502   -0.01319  -0.005252   0.005196
