# Spherical harmonic coefficients for the Swarm HEmispherically resolved Ionospheric Convection (SHEIC) model
# Produced 19 July 2023
#
# Based on Swarm convection measurements made between 2013-12 to 2020.
# Reference: Hatch, S. M., Vanhamäki, H., Laundal, K. M., Reistad, J. P., Burchill, J., Lomidze, L., Knudsen, D., Madelaire, M., & Tesfaw, H. (2023). Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry? EGUsphere, 2023, 1–41. https://doi.org/10.5194/egusphere-2023-2920
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
31 2   0.002781   0.001674  6.693e-05   0.004699    0.00516  -0.001439  0.0005154  -0.002233 -7.952e-05     0.0037  -0.001224  -0.003167  0.0006328   0.001784   0.001318  -0.001583 -0.0009957  -0.003746 -0.0007718 -0.0005761   0.002778  0.0007654  -0.003848   0.005875  -0.001294   0.006035  0.0005437 -0.0005633   0.002138   0.003757  -0.004739  0.0007632 -0.0008873 -0.0005845  0.0002294  -0.001159   0.003291  -0.005528
31 3    0.03367    0.03655 -0.0005846    0.00666   -0.03892    -0.0306   0.002635  -0.009494   0.006042   0.002117     0.0121   0.004321   -0.00129  -0.006911   0.001367   0.003511   -0.00648  -0.004362   0.001067  -0.002569  0.0001016   -0.01359  -0.003662    0.00869  -0.009507  -0.001186   0.004082   0.001511   0.004928  -0.003009   0.002602   0.006486   0.003119   0.003485 -0.0003019  -0.002594   0.006343  -0.002727
32 0   -0.01846        nan    0.01258        nan  -0.004624        nan    0.00794        nan  -0.007636        nan   0.002251        nan -8.838e-05        nan -0.0008561        nan   0.008436        nan -6.786e-05        nan   2.24e-05        nan   0.000481        nan   0.009201        nan   -0.01091        nan   0.002854        nan   -0.00283        nan -0.0009311        nan -0.0001228        nan  -0.002778        nan
32 1   0.003084    0.00437    0.02331  -0.009098   0.002325  -0.004524 -0.0006579 -0.0005501   -0.01635   0.001202  -0.001093   0.001769  -0.002574  0.0001113   0.001758 -0.0009982  -0.002302    0.00511   0.001843  -0.003919  -0.002579  0.0005265   0.002885   0.001719   0.000505   0.002347  -0.001915   0.003441  0.0009971  -0.005925   0.001216  -0.001516    0.00378  6.133e-05 -0.0001814   0.002726   0.008016  -0.005017
32 2    0.05544    0.08969   0.006755   0.005371   -0.04549   -0.05411   0.005282    -0.0124  -0.004158  -0.007641     0.0154   0.009684    0.00222   0.002441 -0.0001492  -0.002072   -0.00236   0.004574   0.003547   0.003321  -0.004477   0.001105   0.002498  0.0008823  -0.003875    0.01089  -0.002913   -0.01069    0.01042   0.005099   0.002388  -0.006597  -0.003957   0.001214   0.001539   0.004607 -4.492e-06  -0.003821
32 3   0.003262    0.00639  -0.002814   0.005681  -0.004362   -0.01448   0.002005   0.001884   0.006476 -0.0002025 -7.217e-05   0.002778   0.001502   0.002151   0.001895  0.0008658  -0.005815  0.0001417 -0.0004415  -0.001277   0.001899  -0.002178  -0.002906   0.004534   0.001955 -0.0001296  -0.002559  -0.001582   0.006281   0.005663   0.002343   0.004357 -0.0005417   0.003661   0.004772   0.001991  -0.002076 -0.0004167
33 0 -0.0009216        nan    0.03579        nan    0.00618        nan   0.008094        nan   -0.01589        nan   0.003454        nan   0.001147        nan  -0.002463        nan   0.004211        nan    0.00334        nan  -0.001432        nan  -0.002199        nan  -0.001553        nan   0.003948        nan   0.002018        nan   0.005114        nan -0.0006671        nan  1.483e-05        nan   0.001517        nan
33 1   0.008004    0.01883  -0.002813   0.004035   -0.01539    -0.0325    0.01058   0.007991 -0.0003652  -0.001949    0.01389    0.01541   0.002022   -0.00443  -0.000598   0.001057  0.0003562  0.0009779   0.001884 -5.261e-05   0.003929  -0.005751  0.0005389  -0.002292  -0.004083  -0.006247  -0.001548  0.0005119    0.01325   0.007539  -0.001779  0.0008129 -0.0001657  -0.001689  -0.002575  -0.001479    0.00166  -0.000681
33 2  -0.005135  0.0003316  -0.005179   0.003067   0.002203  -0.004551   0.001225   0.001728 -0.0009548  -0.006168 -0.0004474  -0.003288 -0.0003543   0.001442  0.0006378  -0.001045   0.001406   0.007143   0.001268   0.003336  -0.008637  0.0005841    0.00446    -0.0013 -0.0001866   0.006427  -0.001076 -0.0009639  6.264e-05  -0.006554   0.004246  -0.006738  -0.001858  0.0007951   0.001254  0.0004204 -0.0007408   0.001125
33 3    0.05416    0.04523  -0.004046   0.004365   -0.03318   -0.01585  -0.005079  -0.003899  2.125e-05 -0.0003277     0.0042  -0.005955   0.002623   0.005183   0.000148  -0.001047   0.001984 -0.0006227   0.006843   0.001891 -0.0008329   0.007429   0.003565  -0.001602   0.005809   0.002445  -0.003183  -0.003452   0.004916  -0.008105   0.002896  -0.002063  -0.002441  -0.001131   0.001286   0.001574  -0.002217   0.005065
34 0  -0.006709        nan   0.008741        nan  -0.009997        nan   0.006548        nan  -0.003562        nan   0.006987        nan  0.0004462        nan  -0.001065        nan   0.003688        nan  -0.001094        nan  -0.001732        nan  -0.002232        nan  -0.005205        nan  -0.001343        nan   0.001187        nan   0.002706        nan  -0.001738        nan  0.0008429        nan   0.003313        nan
34 1  -0.001986    0.00929   0.001252    -0.0059 -0.0003535  -0.006921   0.004666  -0.005021   -0.01163   0.008281  7.782e-06 -0.0009904  -0.002435  -0.006728 -0.0001073   1.29e-05   0.005619  -0.006034   0.001101  0.0001475   0.003955 -0.0009659  -0.002228  -0.002693   0.005923   -0.00354   -0.01016   0.007008   0.001314  -0.001656 -0.0002338 -0.0002437   0.002713   0.001243   0.001692  -0.002387   0.005102 -0.0008105
34 2    0.04967    0.08974   0.007388   0.004952   -0.03723   -0.03234  -0.002869   -0.01809  -0.002407   -0.00132     0.0101  0.0007109 -0.0002157  0.0005078   -0.00133 -0.0007027 -0.0001611    0.00192  -0.002276  0.0004576  0.0004559  -0.002768   -0.00335  -0.003789   -0.00468 -0.0006252  0.0003253   0.002504   0.003352   -0.01239 -0.0008882   0.005619   0.004596 -0.0002949  -0.000528  -0.002344   0.002548   0.002467
34 3  -0.002025    0.00555  -0.002116   0.000547  -0.005243   -0.01265   0.006371    0.00272  -0.007034  -0.004092   0.003558    0.00185   0.002851   0.005088  -0.002111  -0.001899   0.006384   0.003247 -0.0006946   0.002174  -0.002146   0.005212   0.002071  -0.006873   0.003102   0.001865  -0.003746   -0.00266   0.001911   0.002814  -0.003817  -0.006222  -0.002798  0.0005374  -0.002549   0.002109  -0.003927   -0.00171
35 0   0.001406        nan    0.03479        nan   0.008026        nan   0.002077        nan  -0.007934        nan    0.00406        nan   -0.00372        nan    0.00105        nan  -0.002611        nan  -0.004104        nan  -0.002488        nan  0.0008542        nan  -0.009591        nan   0.004074        nan    0.00183        nan   0.002085        nan -0.0008834        nan   0.003393        nan    0.00541        nan
35 1  0.0008453    0.04001  -0.002204   0.002731  -0.006753   -0.02786   0.009503  -0.001679  -0.003912   0.002152     0.0122   0.007278  -0.003852 -9.024e-05   0.001985   0.001777   0.002825  0.0003492 -0.0007271    0.00286   -0.00077   0.001697  -0.002212 -9.946e-05  -0.005579  0.0008082 -0.0001082  -0.002013   0.006194    0.01085   0.002327  -0.002775    0.00198   0.001436  0.0005071  -0.002103  -0.004289  -0.002565
35 2  -0.003856   0.004042   -0.01207    0.00232   0.001062  -0.001135   0.001556  -0.006292   0.001255  0.0008864   0.001337  -0.002581 -0.0003066 -0.0005472  -0.002523   0.001434  -0.001774  -0.003909   0.001591  -0.001993   0.004032  -0.002217  -0.002191  -0.002131  -0.001008   -0.00268   0.001507   0.003636  0.0005687  -0.005958 -0.0007754   0.003489   0.002309  -0.000139   0.000939   0.003138  -0.001468   0.005073
35 3    0.04933    0.01842  -0.005399   0.001564   -0.01464   0.002633   -0.01121  -0.005474  -0.004863  -0.004061  -0.001769   -0.00864 -0.0006407  0.0009726  -0.001218   0.002144   0.001963   0.001711  -0.008163  -0.000357   0.002004 -0.0001886  -0.002672  -0.001781  0.0005132   0.005085   0.001526  -0.002153  -0.007919   -0.01272  -0.004274   3.67e-05   0.001188   0.001427  -0.002464  6.371e-05  -0.004521  -0.001314
36 0     0.0102        nan   0.003182        nan   -0.01108        nan  -0.001999        nan   0.004939        nan   0.005084        nan  0.0008468        nan   0.001334        nan  -0.008688        nan   0.001993        nan   0.002851        nan   0.002576        nan  -0.007252        nan    0.00517        nan   0.006711        nan -0.0006336        nan   0.003798        nan      0.001        nan  -0.001039        nan
36 1   -0.00705    0.01542   -0.01741   -0.00159  -0.004332   -0.00459  -0.001755  -0.000113 -0.0003442    0.00116   0.001343 -0.0004446  0.0002185   0.002245  -0.000933 -5.093e-05   -0.00268   0.003601  -0.003406   0.004439  -0.001247   0.001708  0.0001243   0.001573  -0.004961   0.005205   -0.00169  -0.003424 -0.0003674   0.002397  0.0002981  -0.003447  -0.005586  -0.001464  -0.001202  1.587e-05   -0.01123   0.003468
36 2    0.03113    0.07607   0.004473 -0.0003688   -0.01829 -0.0004664  -0.008471   -0.01889   0.001214    0.00864   0.002797   -0.01457  -0.003113  0.0003229  0.0003673   0.001083   0.001518  -0.003688  0.0002933 -0.0005104 -0.0007631   0.004005   0.002319   0.002348 -0.0001301  -0.001773  0.0004086   0.006628 -6.738e-05   -0.01042 -0.0003041   0.001753   0.001975 -0.0005497  0.0008452  0.0006416 -0.0005236  0.0007733
36 3  -0.005939   0.003328  -0.001257  -0.003466  -0.004302  -0.008026 -0.0009232  -0.003135  0.0005208  0.0003194    0.00122   0.002091  -0.002774  -0.004884 -0.0008489   0.001004  -0.004682  -0.003405   -0.00122  0.0001881  0.0004954   -0.00621  -0.001694   0.004188  -0.006881  -0.003319   0.007189    0.00195  -0.002204  -0.002456   0.002209   0.002547   0.003758  -0.004392   -0.00269  -0.003152     0.0053  -0.001901
37 0   0.003157        nan    0.03121        nan   0.009287        nan  0.0008546        nan  -0.004165        nan   0.005066        nan  0.0001025        nan   0.002045        nan  0.0006488        nan  0.0002886        nan   0.002745        nan   0.002629        nan  -0.006006        nan  -0.001617        nan   0.008184        nan  -0.005615        nan   0.003458        nan  -0.003123        nan  -0.009793        nan
37 1 -0.0003098    0.04701  -0.004074   0.002769   0.004736   -0.01812   0.000153  -0.001382    0.00282  -0.001905   0.005831  -0.001088  0.0006293   0.003642  7.517e-05  -0.001011  -0.002611    0.00122 -0.0001327  -0.004414  -0.002472   0.004729   0.002483 -0.0004719  -0.007241   0.004223   0.003375 -0.0002612    0.00313  0.0001663  -0.001894   0.003517  -0.001524 -0.0007507   0.001448   0.002408   0.002227   0.007319
37 2   0.002839   0.007505   -0.01865   0.002404   0.001976   0.003687   0.002806  -0.005852   0.003273   0.002945   0.003451 -3.258e-05  -0.001501 -0.0006513   0.001311  0.0001648    0.00257   0.001606  -0.002278   0.001087   0.002504    0.00291    0.00252  0.0005785  0.0001741   0.001729   0.001148  -0.001388   0.002556    0.00555  -0.002671   0.000701  0.0007332 -7.059e-05  -0.005259  -0.002411  -0.001069  -0.005282
37 3    0.02048   -0.01331  -0.004013 -5.968e-05   0.008226    0.01342   -0.01376    -0.0122   0.004285   0.002061  -0.005738  -0.004914   0.000323    -0.0026  -0.001878  -0.001302  -0.005329 -0.0003466  0.0009558 -0.0002037 -0.0009631  -0.002252   0.001593   0.002107   0.002183   0.005662   0.003406   0.003324  -0.009262  -0.007082   0.001277  2.656e-05 -0.0001652  -0.004015   0.002384  0.0009017   0.003513  -0.006681
38 0    0.02162        nan -0.0006043        nan   -0.01208        nan  -0.001189        nan  -0.001203        nan   0.003654        nan  -0.000461        nan  0.0003083        nan   0.002384        nan -9.932e-05        nan -0.0007069        nan -7.959e-05        nan  0.0009818        nan  -0.003951        nan   0.004158        nan   -0.00172        nan -0.0007846        nan -0.0007191        nan  0.0003038        nan
38 1   0.007107    0.01436   -0.03397   0.004304   -0.00446  -0.001029  -0.004645   0.001209    0.00309  -0.004803   0.001413 -0.0006587   0.002823   0.006558 -0.0004031 -0.0008945 -0.0003584  0.0009453   0.001355  -0.003578 -0.0006985  -0.002067 -0.0002079  0.0004039  -0.004241 -0.0001523   0.001665  8.728e-05   0.001906  -0.002736  -0.002444    0.00576    0.00122 -0.0007559  -0.001193   0.002252   0.002276  -0.000135
38 2   0.009955    0.04154 -0.0008339  -0.006685  0.0003963    0.02508  -0.007491   -0.01618  -0.000245  -0.002039  -0.001821   -0.01309   0.001854  5.818e-05  -0.001426  0.0002443   0.001565   0.003016 -0.0003174  -0.000584   0.001782  -0.002489  0.0009032  0.0005756   0.004663   0.006559  -0.001977  -0.005973  -0.004214  -0.006165   0.001875  -0.003918  -0.007672  -0.001214  -0.002255  -0.001023  -0.003967 -0.0002416
38 3 -2.878e-05 -0.0001816   0.001529  -0.005462  -0.002278 -0.0009289  -0.005404  -0.004168   0.007448   0.005164  -0.001434 -0.0002006  -0.001043  0.0004648   0.001609 -0.0008331  0.0003162  -0.001122   0.003696  -0.003282  0.0004126   0.006408   0.002347   -0.00139   0.001995 -0.0008376 -0.0006355    0.00178   0.002808   -0.00112  0.0004682   0.001043  -0.001293   0.001903   0.003708  0.0004926  0.0003763   0.005778
39 0   0.001863        nan    0.01964        nan   0.005843        nan   0.005019        nan   -0.01152        nan   0.001018        nan   0.004448        nan  -0.001955        nan  0.0005884        nan    0.00192        nan -0.0001418        nan  -0.004535        nan  -0.002801        nan   0.000279        nan   0.002188        nan   0.002171        nan  -0.002897        nan -0.0005791        nan   0.007429        nan
39 1  -0.002547    0.04298   -0.00436   0.002421   0.009745  -0.004173  -0.005892  -0.008068   0.002172 -0.0008649  -0.001445  -0.004599   0.002512  0.0001495  0.0001928  -0.002544    0.00116  -0.005921  0.0005162   0.001245   0.001946  -0.004676 -0.0004278   0.001856   0.001208   0.003323   0.000698   0.002102  0.0005425  -0.007102 -3.648e-05 -0.0009329  0.0007449  0.0006294  0.0007873  0.0005313   0.001607  -0.003916
39 2   0.002791   0.004545    -0.0191    0.00218   0.001051 -4.536e-05    0.00186   0.004484   0.005445  -0.004973  0.0004563  -0.001765   0.001319 -0.0002054  1.578e-05 -0.0009045   0.001737   0.001564  0.0004146  -0.002287  -0.001744  -0.001826  -0.003834   0.001039  -0.001434  0.0004462  0.0006042 -0.0003597  6.645e-05   0.001649   0.003188   0.002031  -0.004247  -0.001201   0.006473 -0.0007274   0.004865 -0.0004567
39 3   -0.01129   -0.02439  -0.002688  -0.001646    0.02594    0.01478  -0.004525  -0.002192   0.003911     0.0027  -0.007307   -0.00397  0.0003107 -2.757e-05   0.002588 -0.0001301   0.004948  -0.001286   0.004382   0.000219  0.0007141  -0.000112 -5.526e-05  -0.001446   0.009865   0.004895  -0.003407   0.000638  -0.006199  -0.002835   0.002068 -0.0007039 -0.0009776   0.003925 -0.0001235  -0.001678   0.003569   0.009251
40 0    0.01929        nan  -0.001055        nan    -0.0139        nan   0.001779        nan  -0.002981        nan   0.003317        nan -0.0009191        nan -0.0003346        nan   0.004161        nan  -0.002579        nan  -0.002034        nan  -0.001586        nan  -0.001477        nan  -0.004358        nan  -0.001148        nan  0.0003999        nan  -0.002491        nan  -0.001077        nan  -0.002351        nan
40 1    0.01993   0.009107   -0.03859   0.007532  -0.002838   0.001729   0.002989  -0.004753   0.002061  0.0005511  -0.001616  4.711e-05  -0.002497  -0.005498  0.0007796  0.0009869   0.003919  -0.004271  0.0006786  0.0005062  -0.001203    0.00206  0.0004656   0.001837   0.003305  -0.004038  -0.003743   0.005154 -3.321e-05 -0.0004992   0.003009  -0.003647   0.004505    0.00327   0.001145  7.048e-05   0.007111  -0.003281
40 2  -0.008953  -0.002143   -0.00432  -0.004963    0.01308    0.03242  -0.003821   -0.01232 -0.0004864  -0.004928  -0.005238  -0.006848    0.00179  -0.001197  -0.001118   0.001289  -0.004131   -0.00255 -0.0001073  -0.001425  0.0009006 -0.0006804  -0.004184  -0.000923   0.003559   0.002591  7.281e-05  -0.002524  -0.005399  -0.009569  -0.001948  -0.001843   0.004671   0.003527   0.001462  0.0006126   0.004606  -0.004031
40 3   0.005581  -0.004325   0.003739   -0.00545  -0.002257   0.005878  -0.000113    0.00162   -0.00227 -0.0009303  -0.003613  -0.002919   0.003319   0.002047   0.000116  0.0007087   0.003906   0.002818  -0.003157   0.003079  0.0004124  -0.004773  -0.002829   0.001495   0.004689   0.004102  -0.005906  -0.001651  -0.001602 -0.0005415 -0.0007443 -0.0001066  -0.001744   0.004441  0.0003701  -0.001597  -0.006032  -0.003299
41 0  -0.001707        nan   0.005185        nan   0.001412        nan -0.0005007        nan  -0.007582        nan  -0.003013        nan  -0.002194        nan -0.0008193        nan  -0.002246        nan  -0.002761        nan  -0.001396        nan -7.995e-05        nan  0.0003216        nan   0.001897        nan  -0.003733        nan   0.004587        nan -0.0007835        nan   0.000652        nan  -0.002531        nan
41 1  -0.003186    0.03624 -0.0008284   0.001773   0.007077   0.004778  -0.004219   -0.01406  -0.002744   0.001724   -0.00611  -0.001919  -0.001767  -0.003952  0.0006532   0.002672 -0.0006664   0.005031   0.000839   0.001539 -0.0006556  0.0001265  1.544e-05  -0.001454   0.004522   0.007035  0.0004792  -0.004719  -0.004279  -0.001132  0.0006125  -0.001316 -0.0007446 -0.0002753  -0.002738  -0.003453  -0.001794  -0.005248
41 2  -0.002299  0.0003388   -0.01319   0.000231    0.00021  -0.004415 -0.0008164   0.001959   0.004336  -0.003799   -0.00165  -0.001868  -0.001197   0.001761  0.0002758  0.0003615  -0.004448  -0.003319   0.001869    0.00307  -0.003647 -1.214e-06   0.002181   0.001086   0.001706  -0.002137 -0.0002239   0.001993  -0.002213  -0.002262  -0.001913  -0.008348   0.004842   0.002244   -0.00224   0.001631  -0.004558    0.00353
41 3   -0.02855   -0.02767  -0.001429  -0.003219    0.03086    0.01201   0.003886    0.01077  -0.002716  -0.002095  -0.008904  -0.004838   0.000113    0.00167 -0.0001217   0.001663  -0.002493 -0.0004814  -0.002502  1.375e-05  -0.002231  0.0003751  -0.001278    0.00277   0.002108  0.0006398 -0.0003343  -0.002257  -0.005246  -0.003617  -0.002834  0.0008255   0.002879  0.0001104  -0.003582  0.0002298  -0.007342  -0.004069
42 0    0.01264        nan  -0.002196        nan   -0.01125        nan -0.0008806        nan   0.004569        nan   0.005067        nan   0.001933        nan  0.0006252        nan  -0.001665        nan   0.003923        nan   0.001576        nan   0.001321        nan  -0.003976        nan    0.00221        nan   0.002017        nan   0.002006        nan   0.001566        nan   0.003133        nan   0.002893        nan
42 1   0.009944   0.006896   -0.02911   0.006451  -0.003684   0.002517   0.001414  -0.002244    0.01051  9.677e-05  -0.003124  0.0001231   -0.00226  -0.002378  0.0008534  -0.001486   -0.00195   0.003904   0.001331   0.000794   0.003624  -0.001533  0.0003111   -0.00379    0.00247 -0.0002613   -0.00359   -0.00093 -0.0008207   0.001225 -3.297e-05  -0.002365  -0.004541  -0.002165   0.002675  -0.002611  -0.003479  0.0002713
42 2   -0.01651   -0.02643  -0.004993 -0.0005862    0.01853    0.03116  -0.002508  -0.002245   0.002069   0.004745  -0.005233  -0.006665  -0.003043   0.001789  2.744e-05  -0.001455   0.001131  0.0006752   0.001267    0.00572  -0.003406   0.001583   0.003388   -0.00059   0.002338 -0.0002003   0.000368   0.004735   -0.00311  -0.009276   0.001392   0.006011   0.002581  -0.003282  0.0002463   0.002604 -0.0008179   0.005113
42 3   0.002612  -0.007331   0.003993  -0.003928  -0.001836   0.009275   0.001123 -0.0005393  -0.005004  -0.001485  -0.001723  -0.003879  -0.001549  0.0001872  0.0002326 -1.103e-05    -0.0049  0.0003975  0.0008064  -0.001425  -0.001851   0.001002    0.00225  -0.002615  -0.002127  0.0002942   0.002601  0.0005726  -0.002246  -0.002841  -0.002101  -0.001333   0.002803  -0.007398  -0.002808   0.004895   0.005383  -0.002984
43 0  -0.004485        nan  -0.004097        nan   0.001561        nan  -0.007761        nan   0.002937        nan  -0.002481        nan  -0.001818        nan   0.001868        nan   0.004324        nan  8.813e-06        nan  5.463e-05        nan   0.002029        nan    0.00289        nan  -0.003448        nan  -0.004168        nan  -0.003577        nan   0.003284        nan -0.0002511        nan    0.00126        nan
43 1 -0.0003709    0.03203   0.001847   0.002318   0.005702   0.002524  -0.003817  -0.005162 -0.0001559 -0.0001899  -0.003761  -0.005373  -0.002713   0.001855  0.0002945   1.17e-05  0.0002789   0.003005  -0.001231 -0.0006798  0.0008674   0.001147 -0.0005478  -0.002216   0.002472   0.001491  0.0006407  -0.002712  -0.004029 -0.0006719  -0.001035   0.001647 -0.0001011 -0.0005022   0.002465  0.0009032 -0.0006961   0.006979
43 2  -0.001959  0.0005257  -0.006234  -0.002381   0.002433 -4.346e-05  -0.002174   -0.00537   0.001749   0.001794  -0.001275   0.002564  0.0005216   0.001921  -0.001449 -0.0004536   0.002128   0.004769 -0.0007833  0.0006288   0.004986  0.0006702   0.002023  -0.002338   0.003958  0.0004301  0.0002512  -0.001922  -0.003467  0.0007801  0.0006892   0.006938  -0.002654   -0.00107  -0.001721   0.002024 -5.342e-05  0.0004614
43 3   -0.03155   -0.03746  0.0008237  -0.002874    0.02585   0.007096    0.00196   0.004392 -0.0009528 -0.0002577  -0.002531  0.0007239 -0.0005454   0.001111 -0.0007934  -0.001097  -0.001299   0.001817  -0.001834  0.0002591   0.003325   0.002862    0.00171  -0.003733  -0.002063   0.001257   0.001213   0.000497 -0.0005523   0.002661    0.00192 -0.0001396  -0.002286  -0.005343   0.005349   0.003818   0.002082  -0.001489
44 0    0.01029        nan  -0.004579        nan  -0.004425        nan  -0.000976        nan   0.003283        nan   0.001883        nan  0.0003208        nan   0.001217        nan  -0.004188        nan  -0.002126        nan   0.000945        nan  0.0005467        nan  -0.002545        nan   0.003139        nan   0.003125        nan  -0.003308        nan   0.003338        nan  -0.002504        nan  0.0002386        nan
44 1  -0.005378   0.005888   -0.01937   0.006058   -0.00475   0.001469  -0.006547   0.004709    0.01172  -0.005072  0.0002076  -0.001955   0.004773   0.005317   -0.00179  0.0007757  -0.002345   0.001096  -0.002597  0.0009343  -0.001922  0.0001211 -0.0007931  0.0009586  -0.000946   0.000446  0.0009516  -0.002526  -0.001057  0.0005243  -0.006054   0.005034 -0.0004407  -0.001188  -0.003978   0.003282   -0.00766   0.006263
44 2    -0.0116   -0.03446  -0.004738  -0.000341    0.01627    0.02667  -0.001012   0.008871   0.003158    0.00234   -0.00464  -0.007931 -0.0001614  0.0003057 -0.0002531  8.204e-05   0.004273   0.002339   -0.00286  -0.006265    0.00293 -0.0003707 -0.0004148   0.002698  0.0005771  -0.001294 -0.0001892   0.001162  -0.002444  -0.003845  -0.001363  -0.002833  -0.005662  0.0009786  -0.001175  -0.004161  -0.002535  -0.001852
44 3  -0.002187  -0.007663   0.003927  -0.002186     0.0014   0.008829  -0.003032  -0.006203   0.003531   0.002734   0.004266  -0.002367  -0.002005  -0.004452  -0.001754 -0.0004206   0.000272  -0.002987   0.001527  0.0005246   0.001637   0.002063  0.0004707  0.0003776   -0.00319 -0.0003517   0.002375    0.00199   0.001775  -0.004858   0.003702 -0.0002983  -0.002459   0.004571   0.001505  -0.005682 -0.0004485   0.006598
45 0  -0.004608        nan   -0.01074        nan      0.003        nan  -0.002296        nan   0.001213        nan  -0.004982        nan   0.002379        nan  0.0007085        nan  -0.001496        nan -0.0001142        nan   0.001848        nan  -0.001625        nan   0.002816        nan  -0.001934        nan  -0.002721        nan  -0.001378        nan  -0.001193        nan -0.0009655        nan  -0.002815        nan
45 1 -0.0009039    0.02673   0.001592   0.002106   0.006055   0.002586  -0.003767 -0.0002441    0.00244 -0.0004143  -0.002577  -0.006206    0.00336   0.001311  -0.001926  -0.001456  0.0007955  -0.007154  0.0002527  -0.002692   -0.00341   0.002429   0.001355   0.004913   0.000767   -0.00269  0.0002173   0.003013  -0.003275  -0.004304   0.002016  0.0007042    0.00208    0.00149 -0.0009024   0.004013   0.001357  0.0005189
45 2   0.001426    0.00094  0.0003871  -0.003686   0.004154    0.00366  -0.001209   0.002645    0.00104  0.0008743  -0.003598  5.287e-06  1.001e-05  -0.002631   0.001618  0.0002784   0.001068  -0.002307  -0.001515  -0.005233 -0.0001814  0.0001607  -0.003207  0.0002783   0.002005 -0.0009013   0.001905 -9.093e-05  -0.003701   0.003995  -0.001315  0.0005886  0.0001451 -0.0009195   0.001826  -0.003818   0.002852  -0.007047
45 3   -0.02649   -0.03811   0.003117 -0.0005659    0.01428  -0.003324   0.002709 -0.0009729    0.00308   0.001806   0.001149   0.006259  0.0009483  -0.003744  0.0005064 -0.0006707   0.003548 -3.427e-05   0.001029  8.409e-05  -0.001762  -0.005318  -0.001756    0.00346  0.0006374   0.003524  -0.001301   0.002088 -0.0001449   0.007507 -0.0003349  -0.001769  -0.001698   0.007176  -0.003512  -0.004518   0.006059  0.0006877
46 0   0.006732        nan  -0.003997        nan   0.002084        nan   0.002094        nan  -0.002504        nan  -0.001829        nan  -0.001719        nan  0.0003191        nan   0.001712        nan  0.0007194        nan  -0.002142        nan -0.0001856        nan -0.0001201        nan  -0.002154        nan  0.0007658        nan   0.001038        nan  -0.005375        nan   0.002265        nan   -0.00392        nan
46 1  -0.002644  0.0008577   -0.01482   0.006873  -0.002411  0.0009304  -5.85e-05 -0.0004956   0.001131  -0.002097  -0.001496   0.002886   0.001209   0.001576  0.0008883 -0.0003017    0.00229  -0.002572  0.0009129  -0.003043  -0.002695   0.001527  0.0009794   0.003662  0.0008049  -0.002825   0.001986   0.001541  -0.001605  0.0007311   0.007717   -0.00228   0.003454   0.002891   0.001724  -0.001881    0.01015  -0.008838
46 2  -0.006902     -0.047  -0.004288 -6.747e-05   0.009362    0.01307   0.003231   0.006924  0.0006065   -0.00479  -0.002315   0.001272   0.002249  -0.002633     0.0003   0.002215  -0.002997  -0.003272   0.003207   0.002804  0.0002173 -0.0001883 -0.0007872   -0.00243   0.001011  -0.001577 -0.0003601  -0.004476 -0.0007696   0.003873   0.002058  -0.003127   0.002635 -0.0003498   0.001079   0.002531    0.00195  -0.003086
46 3  -0.001465  -0.005059   0.005787 -0.0005353    0.00314   0.005775   0.003265  -0.002239   0.002153  0.0007546 -0.0001594  -0.004848   0.001249  0.0009901   0.002974  -0.000348   0.001785   0.001424  -0.001632  -0.001455  2.176e-05  -0.002716  -0.002069   0.004049  0.0001688    0.00486  -0.003509 -0.0003423   0.002562  -0.003791  -0.002761   0.004691   0.001763  0.0005987   0.002077   0.000173  -0.002136  -0.003615
47 0  -0.003748        nan   -0.01969        nan   0.002186        nan  0.0009516        nan  -0.002488        nan  -0.003983        nan  0.0001695        nan  -0.002263        nan  -0.002038        nan    0.00266        nan  -0.001879        nan  -0.000367        nan   0.004298        nan   0.001336        nan  -0.003854        nan   0.003011        nan  -0.002691        nan  0.0004579        nan    0.00266        nan
